created_time,favorite_count,retweet_count,china,billion,products,democrats,great,dollars,tariffs,country,mueller,border,president,congressman,people,korea,party,years,farmers,going,trade,never
Sun Aug 13 22:03:32 +0000 2017,0,7224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Aug 13 22:01:17 +0000 2017,0,10008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sun Aug 13 22:00:47 +0000 2017,0,11914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sun Aug 13 12:17:13 +0000 2017,0,11416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 12 23:25:25 +0000 2017,112225,23601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 12 22:50:10 +0000 2017,127578,26774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 12 21:49:47 +0000 2017,68383,15556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 12 21:19:23 +0000 2017,113556,33786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sat Aug 12 20:23:15 +0000 2017,69710,17736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 12 19:26:57 +0000 2017,32522,5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 12 18:00:28 +0000 2017,60599,11471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 12 17:19:13 +0000 2017,195440,59652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 12 02:06:16 +0000 2017,49032,11145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 11 21:43:10 +0000 2017,70638,15708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 11 20:42:45 +0000 2017,52445,11946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 11 18:29:26 +0000 2017,51823,11141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 11 13:19:02 +0000 2017,0,18626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 11 11:29:31 +0000 2017,176749,60063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fri Aug 11 11:12:56 +0000 2017,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 11 11:12:14 +0000 2017,0,8655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 11 11:08:03 +0000 2017,0,7479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 10 23:51:36 +0000 2017,79230,19993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 10 20:18:30 +0000 2017,87293,18303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 10 16:40:41 +0000 2017,123211,31253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 10 11:17:25 +0000 2017,0,11239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Thu Aug 10 11:13:18 +0000 2017,0,17482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thu Aug 10 10:54:18 +0000 2017,106233,24945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 10 01:20:57 +0000 2017,0,6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 10 01:18:36 +0000 2017,0,12125,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Thu Aug 10 01:18:14 +0000 2017,0,24181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 09 21:36:44 +0000 2017,84971,22873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 09 18:14:50 +0000 2017,122404,31529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 09 12:03:21 +0000 2017,131370,30355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wed Aug 09 11:56:33 +0000 2017,107542,25729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Aug 09 11:26:47 +0000 2017,0,10509,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Aug 09 11:24:44 +0000 2017,0,4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 09 11:23:25 +0000 2017,0,5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 09 11:22:58 +0000 2017,0,6716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Aug 09 11:22:10 +0000 2017,0,6781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 09 10:56:36 +0000 2017,0,9819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 09 01:16:33 +0000 2017,67083,13060,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tue Aug 08 18:11:43 +0000 2017,0,13514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Aug 08 18:10:18 +0000 2017,111343,25703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Aug 08 18:00:30 +0000 2017,85946,24056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Aug 08 11:17:18 +0000 2017,110433,24362,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Tue Aug 08 11:11:49 +0000 2017,72667,14799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tue Aug 08 10:59:25 +0000 2017,0,6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Aug 08 10:59:04 +0000 2017,0,8881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Aug 08 10:41:59 +0000 2017,0,7175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mon Aug 07 20:48:54 +0000 2017,115856,29933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 20:39:46 +0000 2017,82202,17551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 20:15:18 +0000 2017,85330,20272,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mon Aug 07 18:18:33 +0000 2017,0,5144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 18:03:42 +0000 2017,76310,15769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 12:01:20 +0000 2017,74752,17375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 11:52:32 +0000 2017,78666,19662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mon Aug 07 11:47:36 +0000 2017,80581,20919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 11:32:56 +0000 2017,66731,13164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mon Aug 07 11:18:05 +0000 2017,74243,17420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 11:09:36 +0000 2017,69591,14447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mon Aug 07 11:04:19 +0000 2017,59815,12005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 10:58:09 +0000 2017,90640,19426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 10:38:32 +0000 2017,65244,13598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 07 01:22:08 +0000 2017,100546,20422,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Mon Aug 07 01:18:08 +0000 2017,95347,23061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sun Aug 06 22:43:29 +0000 2017,0,10769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Aug 06 13:15:41 +0000 2017,113900,34426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 05 23:14:18 +0000 2017,83987,18347,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sat Aug 05 23:01:05 +0000 2017,52192,10528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 05 22:58:17 +0000 2017,103975,22371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sat Aug 05 22:44:34 +0000 2017,110129,25763,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sat Aug 05 22:36:51 +0000 2017,87982,19955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 05 22:18:56 +0000 2017,0,17977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 05 22:12:26 +0000 2017,63757,14759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 05 16:00:59 +0000 2017,92077,24010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 05 11:12:08 +0000 2017,0,11178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 23:30:27 +0000 2017,0,19731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 23:27:36 +0000 2017,0,10696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 21:38:39 +0000 2017,49730,10103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 15:48:28 +0000 2017,63653,14202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 13:21:00 +0000 2017,0,9463,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fri Aug 04 13:20:21 +0000 2017,0,9648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 13:18:59 +0000 2017,0,12591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 13:18:38 +0000 2017,0,12310,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 13:18:21 +0000 2017,0,56353,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Fri Aug 04 12:45:50 +0000 2017,90292,19333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 10:35:31 +0000 2017,84848,17395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 10:29:11 +0000 2017,0,12222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 10:26:16 +0000 2017,75633,14948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 10:21:34 +0000 2017,60261,11235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 10:02:24 +0000 2017,117780,26142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 04 04:19:31 +0000 2017,68517,15828,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 03 22:52:16 +0000 2017,64611,10787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 03 19:07:40 +0000 2017,48821,11806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 03 18:03:33 +0000 2017,70079,16273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 03 16:04:10 +0000 2017,44234,9524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 03 12:18:49 +0000 2017,92727,29173,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Thu Aug 03 12:12:21 +0000 2017,101225,19770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 03 12:08:54 +0000 2017,82679,16533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 03 12:05:07 +0000 2017,0,7271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 03 12:00:05 +0000 2017,0,6638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 03 01:29:46 +0000 2017,137752,32924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 02 18:29:04 +0000 2017,78586,20342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 02 16:22:40 +0000 2017,56159,12432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 02 14:09:37 +0000 2017,82161,16823,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 02 13:38:00 +0000 2017,51840,11564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Aug 01 13:55:19 +0000 2017,140273,33675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tue Aug 01 13:03:59 +0000 2017,79661,16961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tue Aug 01 12:49:22 +0000 2017,107308,23445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 31 22:19:11 +0000 2017,122378,25417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 31 12:29:08 +0000 2017,0,7816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mon Jul 31 12:28:00 +0000 2017,126845,30726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mon Jul 31 12:16:46 +0000 2017,131252,35202,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sun Jul 30 11:37:39 +0000 2017,106525,25010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 29 23:35:13 +0000 2017,99285,24240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sat Jul 29 23:29:05 +0000 2017,101591,26681,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sat Jul 29 23:15:57 +0000 2017,85767,18571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 29 20:36:52 +0000 2017,92349,22095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 29 17:04:20 +0000 2017,106915,22532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 29 16:27:39 +0000 2017,106726,29095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 29 16:19:12 +0000 2017,80415,19365,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Sat Jul 29 11:47:13 +0000 2017,75811,18985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 29 11:39:25 +0000 2017,70383,17988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sat Jul 29 11:32:52 +0000 2017,73271,18092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sat Jul 29 11:28:57 +0000 2017,71934,17724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 29 11:20:29 +0000 2017,69689,18453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sat Jul 29 11:07:18 +0000 2017,64793,19020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 29 00:06:26 +0000 2017,62779,15037,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Fri Jul 28 21:00:19 +0000 2017,80770,15792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jul 28 20:54:43 +0000 2017,68485,14468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jul 28 20:49:51 +0000 2017,92878,24516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jul 28 16:24:30 +0000 2017,58914,13675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jul 28 16:13:21 +0000 2017,62365,13971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Jul 28 14:00:42 +0000 2017,55356,10995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jul 28 13:46:28 +0000 2017,63380,14432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fri Jul 28 06:25:33 +0000 2017,93756,27123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fri Jul 28 02:43:30 +0000 2017,73164,13641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 27 22:49:05 +0000 2017,63785,13266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 27 21:36:51 +0000 2017,67187,12683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 27 19:08:58 +0000 2017,43084,7887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 27 18:37:44 +0000 2017,94758,19433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 27 13:45:22 +0000 2017,54808,12467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 27 13:35:35 +0000 2017,57728,13164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 27 12:49:41 +0000 2017,0,25716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 27 11:24:52 +0000 2017,93516,21456,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Thu Jul 27 10:48:53 +0000 2017,55479,11826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 27 00:01:35 +0000 2017,91566,21236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 20:54:14 +0000 2017,50280,10041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 17:21:19 +0000 2017,131013,37683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 13:52:57 +0000 2017,74591,16929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 13:48:02 +0000 2017,64335,16092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 13:08:21 +0000 2017,143128,43406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 13:04:39 +0000 2017,138148,45736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 12:55:58 +0000 2017,127153,43443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 11:13:28 +0000 2017,59522,14612,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 10:49:28 +0000 2017,76466,12643,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 10:44:10 +0000 2017,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 26 04:40:09 +0000 2017,55359,10493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wed Jul 26 04:05:03 +0000 2017,60984,12063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 22:15:50 +0000 2017,52162,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 19:24:40 +0000 2017,67747,14599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 19:07:42 +0000 2017,26651,4586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 15:35:42 +0000 2017,51509,12527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 15:20:01 +0000 2017,59968,13969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tue Jul 25 12:29:03 +0000 2017,69155,12243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 12:19:29 +0000 2017,58423,12075,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tue Jul 25 12:16:34 +0000 2017,70843,16722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tue Jul 25 10:52:27 +0000 2017,91712,22579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 10:44:06 +0000 2017,82480,22788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 10:38:11 +0000 2017,70145,16409,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tue Jul 25 10:27:47 +0000 2017,64975,13852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 10:21:41 +0000 2017,72206,22532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 10:12:24 +0000 2017,71253,19778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 10:03:33 +0000 2017,58316,17167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 02:36:17 +0000 2017,63048,17448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 02:28:44 +0000 2017,55705,13338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 02:23:18 +0000 2017,59829,15482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 25 01:13:42 +0000 2017,71804,19511,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Mon Jul 24 21:33:25 +0000 2017,42868,11724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 24 20:15:25 +0000 2017,45954,10620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 24 13:18:07 +0000 2017,83561,19819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 24 13:12:59 +0000 2017,81461,21363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mon Jul 24 12:49:38 +0000 2017,88254,24879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 24 10:52:39 +0000 2017,100874,28633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 24 10:40:28 +0000 2017,117414,33079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 24 00:23:40 +0000 2017,83996,20417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mon Jul 24 00:01:47 +0000 2017,89832,22133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jul 23 23:57:36 +0000 2017,71155,15589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jul 23 20:14:32 +0000 2017,134160,35200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sun Jul 23 20:11:11 +0000 2017,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jul 23 20:09:05 +0000 2017,87621,20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jul 23 00:50:17 +0000 2017,111217,27239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 22 22:57:01 +0000 2017,56799,13339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 22 19:22:35 +0000 2017,73092,16695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sat Jul 22 14:43:18 +0000 2017,46317,8557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 22 12:23:30 +0000 2017,84103,20453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 22 12:17:54 +0000 2017,86049,19637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 22 12:10:41 +0000 2017,58321,11206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 22 12:00:30 +0000 2017,109944,27447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 22 11:47:53 +0000 2017,87505,24813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 22 11:44:29 +0000 2017,105571,29545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sat Jul 22 11:35:34 +0000 2017,72192,17458,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sat Jul 22 10:52:00 +0000 2017,74010,12151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sat Jul 22 10:45:05 +0000 2017,69595,20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 22 10:33:01 +0000 2017,73455,19168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
