created_time,favorite_count,retweet_count,china,billion,products,democrats,great,dollars,tariffs,country,mueller,border,president,congressman,people,korea,party,years,farmers,going,trade,never
Wed Dec 03 02:10:17 +0000 2014,35,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tue Dec 02 21:56:49 +0000 2014,193,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 21:36:51 +0000 2014,115,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 21:20:05 +0000 2014,511,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 21:07:30 +0000 2014,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 21:05:56 +0000 2014,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 20:07:16 +0000 2014,281,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 18:16:12 +0000 2014,602,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 16:12:04 +0000 2014,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 15:55:31 +0000 2014,473,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 14:30:13 +0000 2014,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 14:06:41 +0000 2014,277,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 14:00:10 +0000 2014,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 13:07:20 +0000 2014,58,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tue Dec 02 12:13:15 +0000 2014,39,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tue Dec 02 12:12:39 +0000 2014,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 12:10:25 +0000 2014,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:33:24 +0000 2014,187,124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:32:04 +0000 2014,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:29:02 +0000 2014,53,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:28:02 +0000 2014,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:27:38 +0000 2014,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:21:00 +0000 2014,89,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:13:39 +0000 2014,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:12:36 +0000 2014,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:04:54 +0000 2014,72,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:03:33 +0000 2014,65,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 02 05:00:46 +0000 2014,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tue Dec 02 01:23:18 +0000 2014,176,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mon Dec 01 22:02:17 +0000 2014,112,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 21:59:07 +0000 2014,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 21:54:40 +0000 2014,254,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 21:51:59 +0000 2014,223,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 21:27:55 +0000 2014,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 21:22:13 +0000 2014,136,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 21:20:11 +0000 2014,214,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 21:10:05 +0000 2014,43,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 21:06:47 +0000 2014,51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 20:59:04 +0000 2014,170,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 20:42:33 +0000 2014,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 20:25:57 +0000 2014,58,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 16:31:21 +0000 2014,70,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 16:08:55 +0000 2014,442,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 15:44:56 +0000 2014,172,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 15:42:08 +0000 2014,143,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 14:35:43 +0000 2014,56,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:50:11 +0000 2014,73,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:49:26 +0000 2014,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:47:46 +0000 2014,42,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:47:21 +0000 2014,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:45:42 +0000 2014,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:44:54 +0000 2014,84,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:35:04 +0000 2014,151,65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:33:24 +0000 2014,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:32:33 +0000 2014,12,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:32:04 +0000 2014,29,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:17:41 +0000 2014,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 12:16:00 +0000 2014,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 11:27:13 +0000 2014,79,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 01 00:49:59 +0000 2014,102,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sun Nov 30 20:48:37 +0000 2014,1158,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 30 04:46:38 +0000 2014,58,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 30 03:15:52 +0000 2014,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 30 03:11:08 +0000 2014,172,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 29 22:25:44 +0000 2014,62,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sat Nov 29 22:24:53 +0000 2014,27,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sat Nov 29 22:23:22 +0000 2014,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 29 22:23:02 +0000 2014,72,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 29 22:21:32 +0000 2014,36,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sat Nov 29 22:19:17 +0000 2014,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 29 22:16:30 +0000 2014,77,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 29 22:15:16 +0000 2014,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 29 22:14:18 +0000 2014,34,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 29 21:16:00 +0000 2014,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 11:56:37 +0000 2014,53,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 11:56:12 +0000 2014,28,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fri Nov 28 11:54:05 +0000 2014,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 11:53:25 +0000 2014,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 11:53:04 +0000 2014,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 11:52:48 +0000 2014,72,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:55:51 +0000 2014,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:54:39 +0000 2014,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:54:04 +0000 2014,57,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:53:01 +0000 2014,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:52:44 +0000 2014,25,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:51:50 +0000 2014,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:51:27 +0000 2014,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:50:27 +0000 2014,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:49:37 +0000 2014,24,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:48:41 +0000 2014,18,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:48:34 +0000 2014,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fri Nov 28 09:47:06 +0000 2014,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:41:54 +0000 2014,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 09:41:17 +0000 2014,18,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 06:56:04 +0000 2014,47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 06:43:45 +0000 2014,65,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 03:46:45 +0000 2014,270,129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 28 03:36:03 +0000 2014,69,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Nov 27 09:01:31 +0000 2014,83,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thu Nov 27 02:54:38 +0000 2014,848,472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 23:16:34 +0000 2014,68,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 23:16:24 +0000 2014,48,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 23:16:00 +0000 2014,35,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 23:13:59 +0000 2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 23:09:18 +0000 2014,58,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 23:08:32 +0000 2014,36,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 23:08:22 +0000 2014,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 23:07:54 +0000 2014,178,107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 16:06:03 +0000 2014,34,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 14:37:28 +0000 2014,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 11:15:53 +0000 2014,54,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 11:15:25 +0000 2014,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 11:15:13 +0000 2014,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 11:14:30 +0000 2014,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 11:13:42 +0000 2014,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 10:43:10 +0000 2014,77,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 10:42:20 +0000 2014,30,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 10:22:06 +0000 2014,29,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 10:21:50 +0000 2014,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 10:19:37 +0000 2014,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 06:04:43 +0000 2014,77,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 06:04:18 +0000 2014,100,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 06:03:25 +0000 2014,35,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wed Nov 26 06:02:27 +0000 2014,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 06:02:18 +0000 2014,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 06:01:44 +0000 2014,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 05:49:47 +0000 2014,100,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 05:48:53 +0000 2014,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 05:48:27 +0000 2014,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 05:48:15 +0000 2014,75,23,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Wed Nov 26 05:40:14 +0000 2014,78,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 26 02:47:22 +0000 2014,35,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 20:16:39 +0000 2014,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 16:37:25 +0000 2014,80,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 15:03:56 +0000 2014,120,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 14:05:53 +0000 2014,1175,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tue Nov 25 13:59:01 +0000 2014,39,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 08:35:06 +0000 2014,1567,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 08:25:13 +0000 2014,725,609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 08:15:23 +0000 2014,21028,20169,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tue Nov 25 08:07:45 +0000 2014,585,504,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tue Nov 25 07:57:16 +0000 2014,799,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 07:45:56 +0000 2014,932,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 03:47:14 +0000 2014,5469,4502,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tue Nov 25 03:41:43 +0000 2014,348,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 03:41:07 +0000 2014,214,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 25 03:40:23 +0000 2014,136,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 23:51:43 +0000 2014,1192,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 23:47:00 +0000 2014,132,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 21:38:39 +0000 2014,1410,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 21:30:18 +0000 2014,1302,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 20:48:00 +0000 2014,306,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 20:32:23 +0000 2014,105,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 20:17:46 +0000 2014,37,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 20:04:45 +0000 2014,85,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 19:45:44 +0000 2014,302,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 17:33:00 +0000 2014,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 16:58:21 +0000 2014,28,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 16:25:15 +0000 2014,32,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 14:41:49 +0000 2014,189,145,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 12:43:52 +0000 2014,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 12:43:25 +0000 2014,36,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mon Nov 24 12:43:03 +0000 2014,39,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mon Nov 24 12:42:03 +0000 2014,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 12:40:53 +0000 2014,29,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mon Nov 24 12:20:39 +0000 2014,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 12:20:20 +0000 2014,25,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mon Nov 24 12:19:55 +0000 2014,26,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 12:18:55 +0000 2014,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 24 12:17:56 +0000 2014,20,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mon Nov 24 11:34:14 +0000 2014,91,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:44:11 +0000 2014,49,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:43:29 +0000 2014,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:42:44 +0000 2014,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:42:26 +0000 2014,36,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:40:33 +0000 2014,22,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:36:15 +0000 2014,51,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:36:07 +0000 2014,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:33:43 +0000 2014,19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:33:14 +0000 2014,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:31:34 +0000 2014,33,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:30:33 +0000 2014,32,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:29:52 +0000 2014,35,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Sun Nov 23 23:28:32 +0000 2014,38,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:26:26 +0000 2014,20,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sun Nov 23 23:25:37 +0000 2014,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:24:35 +0000 2014,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:21:19 +0000 2014,42,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:18:44 +0000 2014,88,33,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Sun Nov 23 23:17:21 +0000 2014,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:16:22 +0000 2014,34,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:13:20 +0000 2014,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:12:50 +0000 2014,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:11:03 +0000 2014,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:09:59 +0000 2014,299,196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:06:31 +0000 2014,45,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:03:11 +0000 2014,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:01:37 +0000 2014,63,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 23:00:19 +0000 2014,31,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 22:55:30 +0000 2014,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 22:53:20 +0000 2014,163,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 22:52:11 +0000 2014,68,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 23 10:33:03 +0000 2014,59,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 22 11:05:07 +0000 2014,73,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 22 10:51:52 +0000 2014,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 22 10:44:05 +0000 2014,88,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 22 10:41:42 +0000 2014,604,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 22 10:33:40 +0000 2014,46,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sat Nov 22 10:33:14 +0000 2014,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 22 10:31:57 +0000 2014,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
